accession,catGRANULE,catGRANULE_rnk,PLAAC_NLLR,PLAAC_rnk,PScore,PScore_rnk,ESpritz,ESpritz_rnk,SaPS_8fea,PdPS_8fea,SaPS_8fea_rnk,PdPS_8fea_rnk,Hydropathy,FCR
Q8K310,1.52279,0.9760061011380969,0.07,0.9522099935259843,2.66,0.8649558533951598,0.1690307328605201,0.8134459697289687,0.8841227293014526,0.8435287475585938,0.9744808166138683,0.9949548281121671,0.3962174940898323,0.2966903073286052
Q9R020,1.61537,0.9804646251319957,-0.043,0.8897063151079984,3.39,0.921552436003303,0.6,0.9359967147717939,0.729421854019165,0.8389660120010376,0.9366420274551215,0.9941921858500528,0.31161616161616207,0.396969696969697
Q6NZQ2,0.29969,0.5334975947436349,-0.328,0.26266847154375844,-0.04,0.22556056660102902,0.13828238719068414,0.7834095975595448,0.21200904250144958,0.12679126858711243,0.6947671007861081,0.24562947319019124,0.4603267022481015,0.23871906841339155
Q8BKT7,0.254801,0.5053971606241934,-0.223,0.5678300276617032,1.48,0.6708378326875437,0.060029282576866766,0.652411122844069,0.3132508099079132,0.5309603810310364,0.7564824592279714,0.7260940983221871,0.43209695786562663,0.2840409956076135
P05213,0.439702,0.6244866830928077,-0.336,0.24354069801659703,-0.04,0.22556056660102902,0.07317073170731707,0.6802182330165435,0.17914509773254395,0.2704513967037201,0.6650240525636513,0.45430012906253664,0.47440256220744026,0.23059866962305986
Q8VBV3,0.332149,0.5557315499237357,-0.359,0.19221941027602849,-0.04,0.22556056660102902,0.0,5.8664789393406076e-05,0.26228266954421997,0.16077622771263123,0.7285580194767101,0.30757949078962804,0.47967387182404353,0.2593856655290102
Q6AXF6,0.0254016,0.36342837029215064,-0.087,0.8460949914660703,1.96,0.7677698024518834,0.0,5.8664789393406076e-05,0.16681130230426788,0.09454424679279327,0.65329109468497,0.1816261879619852,0.5212145640198826,0.17412333736396615
Q05921,0.96572,0.8905315029919043,-0.401,0.11694426461067624,0.01,0.24004319380041925,0.03537414965986395,0.595212953185498,0.4759090542793274,0.6746225357055664,0.8350932770151355,0.9070749736008448,0.4462585034013572,0.28435374149659864
Q7TMF2,0.536375,0.6847354217998357,-0.361,0.18768759931728562,0.47,0.38220161341548625,0.12753623188405797,0.7707966678399625,0.43556874990463257,0.7304083108901978,0.8174351754077203,0.9557080840079785,0.4284057971014496,0.3101449275362319
Q9D753,-0.0861206,0.30546755837146544,-0.419,0.09357895356365134,0.03,0.24760210887378517,0.0,5.8664789393406076e-05,0.14317664504051208,0.11666999012231827,0.627713246509445,0.22527279127067934,0.4901771336553957,0.2427536231884058
Q8BWW4,0.428071,0.6172122492080253,0.078,0.9546230357247955,2.4,0.8333227466175444,0.17385257301808066,0.8169658570925731,0.5395576357841492,0.6810382604598999,0.8637216942391177,0.9139387539598732,0.41740071086385544,0.24339360222531292
Q922E6,-0.136238,0.28129766514138216,-0.323,0.27649932317109055,0.55,0.4055770818776599,0.0,5.8664789393406076e-05,0.014114524237811565,0.16026540100574493,0.15857092573037662,0.30675818373812036,0.48884050959522535,0.22351233671988388
P17433,0.652455,0.7544291915992022,-0.079,0.8557471602613148,1.23,0.6102394715111478,0.0,5.8664789393406076e-05,0.19271746277809143,0.5477434396743774,0.6788689428604952,0.7482107239235011,0.4013071895424826,0.2536764705882353
Q6ZQ58,1.3578,0.9629825178927608,-0.127,0.7860632099346713,3.43,0.9242838086768722,0.28171641791044777,0.8749853338026516,0.8724897503852844,0.7674394249916077,0.9717822363017716,0.9745981461926552,0.3826492537313436,0.30223880597014924
Q9CZU3,0.741385,0.8011850287457468,-0.322,0.279265493496557,0.73,0.46446039509623327,0.058653846153846154,0.6495952129531855,0.09486111253499985,0.5263150930404663,0.5537956118737534,0.7206969376979937,0.463888888888888,0.2798076923076923
Q9QUM9,-0.235998,0.23835503930540888,-0.359,0.19221941027602849,-1.14,0.03366575620910881,0.0,5.8664789393406076e-05,0.008119121193885803,0.3002222180366516,0.065587234541828,0.48398451249560015,0.48148148148148256,0.24796747967479674
Q61655,0.165037,0.4468497008095741,-0.148,0.7459831675592961,0.05,0.2538270977577336,0.100418410041841,0.7296726504751848,0.4644283354282379,0.21202345192432404,0.8291094684970081,0.3829050803707615,0.45839144583914493,0.2698744769874477
Q9D3U0,0.279042,0.5211193241816262,-0.385,0.1429580366076158,0.71,0.457917804738614,0.0,5.8664789393406076e-05,0.12019699811935425,0.43644171953201294,0.5964449137627595,0.6148069928428956,0.45795909761754267,0.27703984819734345
Q8CCP0,0.929994,0.8773905901677813,-0.368,0.17468071331881585,0.76,0.4730356348853459,0.2424812030075188,0.8601431420861199,0.4792194366455078,0.6866909265518188,0.8363839023817905,0.9202745512143612,0.4207497911445223,0.3223684210526316
Q9CX86,4.78458,0.9983573858969846,0.358,0.9939379671590842,14.49,0.9995553579368608,0.11475409836065574,0.7516719464977121,0.9824544787406921,0.7714088559150696,0.9991786929484923,0.9768274081896046,0.44153005464480954,0.19344262295081968
Q8CJG0,0.460382,0.6388008917047988,-0.208,0.6089105997292684,0.88,0.5110207711363781,0.0,5.8664789393406076e-05,0.021513409912586212,0.5453723669052124,0.26416754663850756,0.7439281942977825,0.46103359173126657,0.22093023255813954
P68372,0.517426,0.6729437991317612,-0.186,0.665175681243011,0.82,0.4925363653687353,0.07865168539325842,0.6924791739997653,0.07966341078281403,0.4559148848056793,0.5204153467089053,0.63709961281239,0.4597253433208496,0.22247191011235956
P22561,0.758341,0.8096914232077906,0.037,0.9404390559708081,3.01,0.8943022295623452,0.0,5.8664789393406076e-05,0.6956542134284973,0.32780465483665466,0.925026399155227,0.5123196057726153,0.4194011383320972,0.1714922048997773
Q9JLI8,0.54157,0.6877273260588994,-0.075,0.8604555352833854,1.19,0.5991234199326685,0.11850311850311851,0.757010442332512,0.723426342010498,0.7018358707427979,0.9343541006687786,0.9337087879854511,0.4268422268422252,0.316008316008316
Q9CZU4,0.087166,0.39933122140091515,-0.177,0.6858925313401213,0.2,0.29975227085053674,0.0,5.8664789393406076e-05,0.2023952752351761,0.11029936373233795,0.687082013375572,0.21277719112988383,0.4869819476226791,0.2036613272311213
Q9JJ43,0.571072,0.7073213657162971,-0.004,0.9176034371137661,2.95,0.8899828495204217,0.15404040404040403,0.8003637216942391,0.8398248553276062,0.4075470566749573,0.9645664672063827,0.5872345418279948,0.4397025813692488,0.16414141414141414
Q8CAK3,0.252465,0.5039305408893582,-0.279,0.4050968159613913,2.65,0.8636854475004764,0.32068965517241377,0.8880675818373812,0.22883792221546173,0.6068073511123657,0.7072627009269037,0.8258242402909773,0.39850574712643844,0.30689655172413793
P97767,0.787418,0.8240642966091751,0.392,0.9947030781001707,6.05,0.9880581845899765,0.14213197969543148,0.7883374398685908,0.8978568911552429,0.6541898846626282,0.9775313856623254,0.8843717001055966,0.44645610077082126,0.16243654822335024
A2ADA5,-0.179004,0.2631115804294263,-0.238,0.5236890118297922,-0.38,0.1433653052150162,0.0,5.8664789393406076e-05,0.008744274266064167,0.14335453510284424,0.07602956705385427,0.27742578904141735,0.49137075219549436,0.1718213058419244
Q8C5L7,1.52626,0.9761820955062771,-0.249,0.49190748043081634,1.89,0.7552563043892524,0.36877828054298645,0.9012084946615042,0.7317175269126892,0.5871142148971558,0.9371700105596621,0.7996010794321249,0.4087481146304665,0.33710407239819007
P54254,0.637639,0.7454534788220111,0.097,0.9600376670001766,2.51,0.8475512926379979,0.11757269279393173,0.7557198169658571,0.5952664613723755,0.33680540323257446,0.8851343423677109,0.5208846650240526,0.4542632392189918,0.16055625790139064
Q3UHX0,1.49501,0.9740114982987211,-0.202,0.6257430404331705,1.36,0.6440957886044592,0.5666957279860506,0.9313621964097148,0.5690158605575562,0.46696338057518005,0.8758066408541594,0.6502405256365129,0.3882301656495191,0.3190932868352223
P70279,0.959398,0.8887128945207087,-0.357,0.19622152904478843,0.71,0.457917804738614,0.971830985915493,0.9673237123078728,0.6633129119873047,0.45082229375839233,0.9121788102780711,0.6305878211897219,0.3391862284820021,0.4197183098591549
Q8BIF2,0.277442,0.520239352340725,0.069,0.9515625919604497,3.06,0.8990027313726736,0.18983957219251338,0.8302827642848762,0.8975393176078796,0.5288923978805542,0.9774140560835387,0.7235128475888771,0.4372549019607844,0.15240641711229946
Q8VC70,0.980667,0.8952246861433767,0.096,0.9597433935612971,2.7,0.8679413072476656,0.0731070496083551,0.6801595682271501,0.5620545744895935,0.36841753125190735,0.872873401384489,0.5516250146661974,0.4534377719756302,0.1514360313315927
P70372,0.974165,0.8931127537252141,0.057,0.947913601318345,1.53,0.6827796480975672,0.0,5.8664789393406076e-05,0.21339842677116394,0.5256392359733582,0.6959990613633698,0.7197583010676991,0.4597137014314933,0.2147239263803681
P70122,0.18794,0.4603426023700575,-0.512,0.026778882938026015,-0.17,0.19195833068665438,0.036,0.5968555672885134,0.34886085987091064,0.5526031851768494,0.7762524932535492,0.755837146544644,0.4425777777777794,0.344
Q60793,0.469089,0.643611404435058,-0.053,0.8805838385027367,2.75,0.8731499714158674,0.14906832298136646,0.7949665610700457,0.6969134211540222,0.4037961959838867,0.9255543822597677,0.5836559896749971,0.43112491373360956,0.19047619047619047
Q8C7Q4,0.353107,0.5692831162736126,-0.053,0.8805838385027367,1.27,0.6211649622054246,0.0,5.8664789393406076e-05,0.32243192195892334,0.4130266308784485,0.7617622902733779,0.5916930658218937,0.4354570637119123,0.23268698060941828
P42227,0.28953,0.5273964566467206,-0.191,0.6544052733800247,0.38,0.35533252874293336,0.0,5.8664789393406076e-05,0.03330989181995392,0.2391086369752884,0.3599671477179397,0.41827994837498533,0.45518037518037724,0.22467532467532467
P0C090,0.5565,0.6973483515194181,0.032,0.9373786122064622,3.11,0.9024963475830527,0.0,5.8664789393406076e-05,0.29637178778648376,0.42820072174072266,0.7481520591341078,0.6070045758535727,0.4433679677993002,0.21229991575400167
Q9Z0N2,0.761543,0.811040713363839,-0.379,0.15361073509505033,1.27,0.6211649622054246,0.0,5.8664789393406076e-05,0.016178129240870476,0.10308997333049774,0.19036724158160273,0.19922562478000705,0.5003060263653475,0.23516949152542374
Q8BHJ9,1.04282,0.9121201454886777,-0.179,0.681066446942499,1.94,0.7645302674204408,0.39145299145299145,0.9058430130235833,0.6282089352607727,0.4989755153656006,0.8993312214009151,0.6868473542179984,0.3624881291547939,0.3641025641025641
Q8K2X2,0.261596,0.5094450310923384,-0.191,0.6544052733800247,1.95,0.7664358762624659,0.0,5.8664789393406076e-05,0.5102146863937378,0.5664106607437134,0.8514607532558958,0.7742578904141734,0.42389937106918263,0.2722371967654987
Q8K3P5,0.261514,0.5093277015135516,-0.19,0.6561120593255253,0.49,0.388553642888903,0.019748653500897665,0.561539364073683,0.03887214511632919,0.21220752596855164,0.38642496773436585,0.3833157338965153,0.46854179134251084,0.2118491921005386
Q9CQF3,0.239184,0.49454417458641325,-0.243,0.5103289977046672,-0.26,0.16953566664549324,0.0,5.8664789393406076e-05,0.019917022436857224,0.12690427899360657,0.24381086471899566,0.24574680276897806,0.45467449828683315,0.22466960352422907
Q5SSF7,0.125407,0.4226211427900974,-0.11,0.8147254428815255,1.02,0.5540875309661437,0.0,5.8664789393406076e-05,0.03991403430700302,0.39291706681251526,0.39147013962219873,0.5737416402675114,0.4735152031827234,0.23529411764705882
Q9ERI5,0.576871,0.7100199460283938,-0.335,0.24630686834206345,1.18,0.5961379660801626,0.1662531017369727,0.8106887246274785,0.23686055839061737,0.5667930841445923,0.7127185263404905,0.7747858735187141,0.3979321753515296,0.29280397022332505
O70445,0.596457,0.7205796081192068,-0.164,0.7149078924136307,0.87,0.5084799593470114,0.0,5.8664789393406076e-05,0.1474715620279312,0.5458481311798096,0.6334623958699989,0.7446321717705033,0.45013798111837655,0.24183006535947713
Q9CW46,1.4198,0.9689663264108882,0.0,0.9197810605614737,4.52,0.9661436829066887,0.1657754010695187,0.8102780711017248,0.739306628704071,0.5876668691635132,0.9395166021353983,0.8003637216942391,0.44901960784313605,0.18449197860962566
Q8CIN6,-0.0601799,0.3186084711955884,0.417,0.9951739156023778,2.99,0.8925871816045227,0.0,5.8664789393406076e-05,0.9554497003555298,0.3751227557659149,0.9917869294849232,0.5570221752903907,0.46547192353644096,0.15913978494623657
Q6NZN1,0.569046,0.7058547459814619,-0.073,0.8628685774821965,5.27,0.9803722289271423,0.2779805352798054,0.8739880323829637,0.6950823068618774,0.7024491429328918,0.92473307520826,0.9344714302475654,0.436219248445524,0.2208029197080292
Q497V5,0.95667,0.8874222691540538,-0.259,0.46177388028956506,0.72,0.46160198183319573,0.12219959266802444,0.7621142790097384,0.15636324882507324,0.657103419303894,0.6437287340138449,0.8883022409949548,0.45170853134193417,0.2820773930753564
Q8R081,1.86159,0.9876803942273847,0.047,0.9445000294273439,6.57,0.9916788413898241,0.05631399317406143,0.6437287340138449,0.8872847557067871,0.5371826887130737,0.9748914701396222,0.7334858617857561,0.4285172544558221,0.21160409556313994
P35979,0.466606,0.6422034494896164,-0.429,0.08257312694956154,0.16,0.28679413072476656,0.0,5.8664789393406076e-05,0.13718488812446594,0.3901750147342682,0.6199694943095154,0.570925730376628,0.4612794612794607,0.2606060606060606
Q3V089,0.844233,0.847588877155931,-0.219,0.5788358542757931,0.12,0.27250206440957886,0.0,5.8664789393406076e-05,0.3381621241569519,0.5688410997390747,0.7705620086823888,0.7771911298838438,0.42959306789514007,0.24777887462981243
Q9Z0H4,0.55619,0.6971136923618444,0.157,0.9739273733152846,0.26,0.31950708251286286,0.0,5.8664789393406076e-05,0.8619834184646606,0.503600001335144,0.9693769799366421,0.6926551683679456,0.47309711286089373,0.14960629921259844
Q9CQ06,0.0339614,0.36829754781180335,-0.469,0.049084809605085045,-0.74,0.07749475957568443,0.0,5.8664789393406076e-05,0.02929772064089775,0.4566265046596527,0.3361492432242168,0.6379795846532911,0.42710905349794226,0.3101851851851852
O54941,0.371681,0.581192068520474,0.056,0.9476193278794656,4.27,0.9593470113701328,0.41362530413625304,0.9099495482811216,0.6131278276443481,0.7582613825798035,0.892232781884313,0.97037428135633,0.37480400108137196,0.3284671532846715
Q80WJ7,1.44518,0.9707262700926904,-0.218,0.5811900417868283,3.28,0.9148828050562154,0.7115716753022453,0.9447964331808049,0.6373002529144287,0.6111568212509155,0.9027924439751261,0.8314560600727443,0.3730953751679153,0.32124352331606215
O35295,3.69043,0.9968907661621494,-0.084,0.8489788711670885,2.76,0.873785174363209,0.24382716049382716,0.8606124604012672,0.929746150970459,0.8400921821594238,0.98656576322891,0.9944855097970198,0.4245884773662543,0.27469135802469136
P32067,1.78641,0.9863897688607298,-0.252,0.48143134600670945,3.98,0.9492472845074001,0.14457831325301204,0.7905080370761469,0.697705864906311,0.5993351340293884,0.9257303766279479,0.8151472486213774,0.38639892904953155,0.3710843373493976
Q3UPF5,0.826934,0.839786460166608,-0.108,0.8180801600847507,1.65,0.7085688877596392,0.0,5.8664789393406076e-05,0.36285027861595154,0.4831409454345703,0.7839962454534788,0.6691892526105832,0.4320295983086692,0.22938689217758984
Q8BQZ5,0.055998,0.380089170479878,-0.081,0.852686716496969,0.44,0.37464269834212033,0.0,5.8664789393406076e-05,0.07533735036849976,0.3299499750137329,0.5114396339317142,0.5144902029801713,0.4540284360189576,0.20853080568720378
Q9WUA2,0.328849,0.5531502991904259,-0.367,0.176093225825437,0.38,0.35533252874293336,0.0,5.8664789393406076e-05,0.02740659937262535,0.1222732812166214,0.32271500645312684,0.23600844772967264,0.4895114129409554,0.24448217317487267
Q3TWW8,1.86079,0.9876217294379913,-0.214,0.5933729621564358,3.14,0.9045289970145461,0.27728613569321536,0.8737533732253902,0.7044102549552917,0.7997127175331116,0.927607649888537,0.9868004223864836,0.32815470337594216,0.3864306784660767
P62307,0.37124,0.5809574093629004,-0.357,0.19622152904478843,nan,nan,0.686046511627907,0.9428018303414291,0.011738905683159828,0.2520928978919983,0.11979349994133522,0.4347647541945324,0.4660206718346253,0.2558139534883721
Q99MJ9,1.26621,0.9535961515898158,0.125,0.9673356482843859,3.68,0.937432509686845,0.17983651226158037,0.8228910008213071,0.9029544591903687,0.8372507095336914,0.9791153349759474,0.993781532324299,0.4186345746291256,0.29155313351498635
Q6PB66,0.431681,0.6194415112049748,-0.272,0.42263551291860396,-0.73,0.07901924664930446,0.009339080459770116,0.5408306934178106,0.013387960381805897,0.1760871708393097,0.14519535374868003,0.33169071923031795,0.4805395913154557,0.2535919540229885
Q8CJG1,0.588501,0.7154757714419805,-0.249,0.49190748043081634,0.43,0.3707679603633361,0.0,5.8664789393406076e-05,0.019631747156381607,0.5528981685638428,0.24070163088114513,0.7565411240173647,0.4634253857124375,0.22287047841306884
Q8CI75,0.531589,0.6819195119089523,-0.228,0.5527632275910777,0.82,0.4925363653687353,0.06321839080459771,0.6598028863076382,0.128514364361763,0.5683379173278809,0.6082365364308342,0.7764284876217294,0.45588761174968395,0.27586206896551724
Q9JI38,0.173172,0.4511322304352927,-0.254,0.4750161850391384,0.34,0.3435177539223782,0.058212058212058215,0.6484805819547108,0.17812307178974152,0.4467756152153015,0.6640854159333568,0.6264812859321836,0.4411180411180423,0.2702702702702703
Q1HFZ0,0.607075,0.7272087293206617,-0.288,0.37696427520452,0.71,0.457917804738614,0.09907529722589167,0.7277953772145958,0.1273164302110672,0.5500194430351257,0.6060659392232782,0.7513199577613516,0.44081902245706583,0.2655217965653897
P09405,2.35239,0.9934295435879386,-0.01,0.9138367370961097,8.35,0.9965063837896208,0.504950495049505,0.9238531033673589,0.8235112428665161,0.8885548710823059,0.9615158981579256,0.9993546873166725,0.37856357064277724,0.4045261669024045
Q8BHN5,0.832504,0.8420743869529509,-0.06,0.8756400447295627,1.15,0.5878803277647209,0.0,5.8664789393406076e-05,0.09095947444438934,0.7032225728034973,0.5464038484101842,0.9352927372990731,0.4501633986928092,0.2542016806722689
Q9CQS2,-1.18759,0.038542766631467794,-0.337,0.2410099464422341,nan,nan,1.0,0.9702569517775431,0.022147374227643013,0.11578166484832764,0.27185263404904375,0.22321952364191014,0.4055555555555554,0.265625
P63017,1.28358,0.9551801009034377,-0.262,0.45165087399211346,1.13,0.5829892650701899,0.06346749226006192,0.6608001877273261,0.29597097635269165,0.7492977976799011,0.7476827408189605,0.9661504165200047,0.4497936016511873,0.2739938080495356
Q8R4X3,1.71186,0.9839258477062067,0.187,0.9794008592784416,5.88,0.9866607381058248,0.0,5.8664789393406076e-05,0.9625328779220581,0.6379856467247009,0.9939575266924792,0.8649536548163792,0.48326612903225763,0.14213709677419356
Q99ME2,0.943765,0.8828464155813681,-0.172,0.6963098110764523,2.36,0.8285587245124817,0.0,5.8664789393406076e-05,0.1324559897184372,0.10165698826313019,0.6132817083186671,0.19670303883609058,0.49951604938271515,0.18755555555555556
Q6P3D0,-0.048745,0.324474950134929,-0.449,0.06232711435465835,0.91,0.5201676935780982,0.0,5.8664789393406076e-05,0.16949139535427094,0.29457229375839233,0.6554030271031327,0.47823536313504633,0.4772649572649562,0.28205128205128205
Q80UU2,-0.285201,0.21705972075560248,-0.501,0.03184038608675181,0.47,0.38220161341548625,0.21428571428571427,0.8453009503695882,0.10367731750011444,0.5969529747962952,0.5691071219054323,0.8117446908365599,0.4569444444444439,0.2857142857142857
Q9Z2E1,2.64826,0.9948961633227736,0.027,0.9347301512565476,7.95,0.9956170996633424,0.5966183574879227,0.9352340725096797,0.9217769503593445,0.684170126914978,0.9840431772849936,0.9171653173765106,0.4085346215780998,0.2632850241545894
P63158,1.07721,0.9199812272673941,-0.53,0.021599670413748454,0.8,0.4857396938321794,1.0,0.9702569517775431,0.6854530572891235,0.5428870916366577,0.9211545230552622,0.7410536196175056,0.32108527131782955,0.49767441860465117
Q8CGT6,0.336429,0.5587821189721929,-0.252,0.48143134600670945,0.76,0.4730356348853459,0.0,5.8664789393406076e-05,0.01672133430838585,0.23178616166114807,0.1979349994133521,0.409421565176581,0.4779874213836477,0.2169811320754717
P97343,0.108402,0.4124134694356447,-0.246,0.5018539226649402,0.98,0.5422092358508543,0.0,5.8664789393406076e-05,0.023861687630414963,0.15504615008831024,0.2905667018655403,0.29748914701396223,0.4912755237337575,0.20763723150357996
Q00899,1.89555,0.9883843717001056,-0.213,0.5961979871696781,4.81,0.9718605094327638,0.021739130434782608,0.5664085415933356,0.7274607419967651,0.6804367303848267,0.9357620556142203,0.9132934412765458,0.4152173913043478,0.27053140096618356
Q9WV02,2.93599,0.9960107943212484,-0.002,0.918662821493732,7.1,0.993965572000254,0.8209718670076727,0.9562360671125191,0.8789159655570984,0.8807440996170044,0.9732488560366068,0.9986507098439517,0.3510656436487651,0.29923273657289
Q6NV83,1.17637,0.9404552387656928,-0.139,0.762874462950974,4.93,0.9744648415168646,0.4412050534499514,0.9148773905901678,0.756325364112854,0.7148746848106384,0.944385779655051,0.9449724275489851,0.37232480293704334,0.3576287657920311
P35922,1.4844,0.9736008447729673,-0.061,0.8747572244129245,3.96,0.9482944800863876,0.16123778501628663,0.8068755133169072,0.8230316042900085,0.8237435221672058,0.9614572333685322,0.9914349407485628,0.40781758957654696,0.30293159609120524
Q569Z5,1.45642,0.9716062419335915,-0.31,0.31251839208993,0.82,0.4925363653687353,0.23934108527131784,0.8589111815088584,0.8544972538948059,0.5864911079406738,0.9677343658336267,0.798603778012437,0.398654177433248,0.36724806201550386
Q9D0L8,0.731257,0.7957878681215534,-0.203,0.6227414513566005,0.51,0.39490567236231977,0.17204301075268819,0.8157925613047049,0.30955323576927185,0.6242477297782898,0.7544291915992022,0.8474715475771442,0.4207885304659501,0.3010752688172043
Q8BVN4,-0.431028,0.17012788924087763,-0.279,0.4050968159613913,-0.84,0.06244044972368672,0.11271676300578035,0.7483867182916814,0.009602395817637444,0.35359814763069153,0.08559192772497946,0.5382494426845008,0.43940269749518324,0.2745664739884393
Q9CY66,6.57102,0.9998826704212131,0.24,0.9854628921193573,13.34,0.9993012767579241,0.19913419913419914,0.8365598967499707,0.9703901410102844,0.8768185377120972,0.9961281239000352,0.9984160506863781,0.4082732082732074,0.23376623376623376
A2A6A1,1.7425,0.9854511322304353,-0.069,0.8669884056265081,5.37,0.9816426348218256,0.59734219269103,0.9353514020884665,0.8839195966720581,0.8512309193611145,0.9743048222456882,0.9958934647424615,0.36808416389811616,0.2963455149501661
Q9CQE3,-0.862153,0.07667487973718175,-0.548,0.01695015007945383,nan,nan,0.20833333333333334,0.8422503813211311,0.016463007777929306,0.08964638411998749,0.19429778247096094,0.17124252023935235,0.5036111111111112,0.25
Q8BP74,-0.513211,0.14754194532441628,-0.401,0.11694426461067624,-0.99,0.04586165279806898,0.0,5.8664789393406076e-05,0.008386398665606976,0.2500240206718445,0.06986976416754664,0.4324768274081896,0.4601671309192199,0.2590529247910863
Q7TMV3,0.17492,0.45218819664437404,-0.212,0.5986698840562651,0.58,0.4144699231404434,0.0,5.8664789393406076e-05,0.018010562285780907,0.44440045952796936,0.2181743517540772,0.6237240408306934,0.48151064450276776,0.1994750656167979
Q921Y2,-0.861255,0.07708553326293559,-0.495,0.035136248602201166,-0.69,0.08530775582798704,0.0,5.8664789393406076e-05,0.022179167717695236,0.3558122515678406,0.27214595799601077,0.5399507215769095,0.44734299516908216,0.32608695652173914
Q9D7A6,0.28935,0.5272204622785405,-0.396,0.1249485021481961,-1.33,0.02166042050435114,0.1875,0.8285814853924675,0.029497135430574417,0.7207865118980408,0.3369118854863311,0.9491376275959169,0.42885802469135786,0.2916666666666667
Q99K99,0.115263,0.41669599906136334,-0.291,0.3676063798481549,1.41,0.6560376040144826,0.17252396166134185,0.8159685556728852,0.10287298262119293,0.20180785655975342,0.5676405021705972,0.368825530916344,0.4315583954561582,0.24281150159744408
Q6NVF9,1.66512,0.9818725800774375,0.117,0.96527573421223,6.17,0.9894556310741282,0.5952813067150635,0.9349407485627127,0.8825753927230835,0.7527660727500916,0.9738941687199343,0.9683796785169542,0.3926194797338175,0.24319419237749546
Q812E0,0.553152,0.6949430951542884,0.289,0.9888176093225826,1.92,0.7614177729784666,0.04222648752399232,0.6120497477414056,0.6030595302581787,0.7006753087043762,0.8889475536782823,0.9327701513551566,0.43768394113883535,0.21113243761996162
Q61851,0.635891,0.7444561774023232,-0.302,0.33600141251250665,0.77,0.47621164962205426,0.04868913857677903,0.6263639563533967,0.025949958711862564,0.39302876591682434,0.3098087527865775,0.5738003050569048,0.47279789152448115,0.22347066167290885
O70194,0.6535,0.7548985099143494,-0.116,0.8052498381496086,2.38,0.830908975417646,0.04744525547445255,0.6234893816731198,0.5724354386329651,0.7430278062820435,0.8773905901677813,0.9625718643670069,0.40533252230332695,0.3083941605839416
Q9ESL4,0.759436,0.8100434119441511,0.049,0.9453239950562062,3.4,0.9219970780664423,0.06483790523690773,0.6631467793030623,0.371033251285553,0.6423882246017456,0.7875747976064766,0.870116156282999,0.43054862842892866,0.26059850374064836
Q8CGK3,0.787043,0.8237709726622081,-0.359,0.19221941027602849,3.34,0.9185669821507971,0.0,5.8664789393406076e-05,0.04536621645092964,0.5885469317436218,0.4144080722750205,0.8014196879033204,0.46766186629200357,0.2760800842992624
