ensembl_gene_id,gene_symbol,entrez_id,tf_family,protein_ids,species,common_name,group,neurons,genome_mb,cell_types,data_source,protein_type
ENSG00000118495,PLAGL1,5325.0,zf-C2H2,ENSP00000501459.1;ENSP00000496979.1;ENSP00000486355.1;ENSP00000346810.2;ENSP00000485907.1;ENSP00000487447.1;ENSP00000395960.2;ENSP00000356543.1;ENSP00000486752.1;ENSP00000486632.1;ENSP00000496815.1;ENSP00000353734.2;ENSP00000496874.1;ENSP00000400929.1;ENSP00000356544.1;ENSP00000486763.1;ENSP00000497363.1;ENSP00000400060.1;ENSP00000392418.1;ENSP00000497492.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000258405,ZNF578,147660.0,zf-C2H2,ENSP00000459216.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000197497,ZNF665,79788.0,zf-C2H2,ENSP00000498600.1;ENSP00000469154.1;ENSP00000379702.2;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000101412,E2F1,1869.0,E2F,ENSP00000345571.5;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000179627,ZBTB42,100128927.0,ZBTB,ENSP00000409107.2;ENSP00000409107.2;ENSP00000450673.1;ENSP00000450673.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000234444,ZNF736,728927.0,zf-C2H2,ENSP00000400852.1;ENSP00000347210.4;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000196946,ZNF705A,440077.0,zf-C2H2,ENSP00000352233.4;ENSP00000379816.3;ENSP00000481663.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000253293,HOXA10,3206.0,Homeobox,ENSP00000379633.4;ENSP00000283921.4;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000112182,BACH2,60468.0,TF_bZIP,ENSP00000257749.4;ENSP00000397668.1;ENSP00000345642.3;ENSP00000384145.2;ENSP00000437473.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000198146,ZNF770,54989.0,zf-C2H2,ENSP00000348673.4;ENSP00000453474.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000164683,HEY1,23462.0,bHLH,ENSP00000429705.1;ENSP00000338272.5;ENSP00000501370.1;ENSP00000346761.3;ENSP00000501342.1;ENSP00000501320.1;ENSP00000501529.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000083838,ZNF446,55663.0,zf-C2H2,ENSP00000478778.1;ENSP00000472802.1;ENSP00000472219.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000180479,ZNF571,51276.0,zf-C2H2,ENSP00000467572.1;ENSP00000392638.1;ENSP00000351594.3;ENSP00000333660.2;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000111049,MYF5,,bHLH,ENSP00000228644.3;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000106536,POU6F2,11281.0,Pou,ENSP00000430514.3;ENSP00000384004.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000122515,ZMIZ2,83637.0,zf-MIZ,ENSP00000265346.7;ENSP00000409648.1;ENSP00000396601.1;ENSP00000311778.4;ENSP00000414723.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000268480,NFILZ,105372267.0,TF_bZIP,ENSP00000500604.1;ENSP00000509575.1;ENSP00000500121.1;ENSP00000499970.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000170954,ZNF415,55786.0,zf-C2H2,ENSP00000395055.2;ENSP00000243643.3;ENSP00000439435.1;ENSP00000472911.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000152443,ZNF776,284309.0,zf-C2H2,ENSP00000321812.5;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000171872,KLF17,128209.0,zf-C2H2,ENSP00000361373.3;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000125878,TCF15,,bHLH,ENSP00000246080.3;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000121406,ZNF549,256051.0,zf-C2H2,ENSP00000240719.2;ENSP00000365407.2;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000166823,MESP1,55897.0,bHLH,ENSP00000300057.4;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000143194,MAEL,84944.0,HMG,ENSP00000356846.4;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000153814,JAZF1,221895.0,zf-C2H2,ENSP00000283928.5;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000007372,PAX6,5080.0,PAX,ENSP00000492024.1;ENSP00000491210.1;ENSP00000492822.1;ENSP00000491280.1;ENSP00000368406.3;ENSP00000491267.1;ENSP00000492808.1;ENSP00000492397.1;ENSP00000491492.1;ENSP00000404100.1;ENSP00000492437.1;ENSP00000491295.1;ENSP00000492756.1;ENSP00000491365.1;ENSP00000404356.2;ENSP00000492129.1;ENSP00000492587.1;ENSP00000491948.1;ENSP00000491872.1;ENSP00000492181.1;ENSP00000397384.2;ENSP00000491065.1;ENSP00000492769.1;ENSP00000492476.1;ENSP00000492316.1;ENSP00000491779.1;ENSP00000368427.2;ENSP00000492177.1;ENSP00000492658.1;ENSP00000491679.1;ENSP00000491944.1;ENSP00000368418.6;ENSP00000492081.1;ENSP00000492111.1;ENSP00000490971.1;ENSP00000368403.2;ENSP00000490963.1;ENSP00000495109.1;ENSP00000388132.3;ENSP00000241001.8;ENSP00000368410.5;ENSP00000368424.2;ENSP00000480026.1;ENSP00000491862.1;ENSP00000491324.1;ENSP00000368401.2;ENSP00000492409.1;ENSP00000492802.1;ENSP00000491517.1;ENSP00000491214.1;ENSP00000431585.2;ENSP00000492166.1;ENSP00000492205.1;ENSP00000491229.1;ENSP00000492315.2;ENSP00000491904.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000176472,ZNF575,284346.0,zf-C2H2,ENSP00000315870.4;ENSP00000413956.2;ENSP00000471083.2;ENSP00000472578.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000180626,ZNF594,84622.0,zf-C2H2,ENSP00000382513.4;ENSP00000461032.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000117595,IRF6,3664.0,IRF,ENSP00000496669.1;ENSP00000403855.1;ENSP00000355988.3;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000163132,MSX1,4487.0,Homeobox,ENSP00000372170.4;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000197013,ZNF429,353088.0,zf-C2H2,ENSP00000351280.3;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000250312,ZNF718,255403.0,zf-C2H2,ENSP00000480556.1;ENSP00000476435.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000196247,ZNF107,51427.0,zf-C2H2,ENSP00000343443.3;ENSP00000400037.1;ENSP00000481898.1;ENSP00000483720.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000182568,SATB1,6304.0,CUT,ENSP00000399708.2;ENSP00000399518.1;ENSP00000341024.5;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000101126,ADNP,23394.0,Homeobox,ENSP00000483881.1;ENSP00000495540.1;ENSP00000379346.3;ENSP00000360662.2;ENSP00000501294.1;ENSP00000342905.3;ENSP00000379349.2;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
ENSG00000269825,,,zf-C2H2,ENSP00000506273.1;,Homo_sapiens,human,main6,86000000000.0,3200,411,AnimalTFDB4.0,TF
