DeepPhase_rnk	DeepPhase_single	PLAAC_NLLR	PLAAC_rnk	PScore_rnk	PScore_single	accession	catGRANULE_rnk	catGRANULE_single	species
0.9957196810742761	0.99999845	0.085	0.9592704265730809	0.889269406392694	3.0	Q9BX40	0.9566625766871165	1.32322	Homo_sapiens
0.3932018464120856	0.48666558	-0.244	0.5032376056546883	0.28131115459882583	0.15	Q05639	0.9260858895705522	1.12677	Homo_sapiens
0.746621905161561	0.82065344	0.107	0.9647570560031634	0.967058056099152	4.6	Q9BXP5	0.9784539877300613	1.59808	Homo_sapiens
0.48476710029374737	0.5359949	0.473	0.9966882507043646	0.9994564035659926	13.89	P09651	0.9990674846625767	4.89255	Homo_sapiens
nan	nan	-0.332	0.2541149720725619	nan	nan	P62304	0.23396319018404907	-0.295982	Homo_sapiens
0.668065463701217	0.71936816	-0.5	0.03336463842617765	nan	nan	Q9BPZ3	0.16515337423312884	-0.540753	Homo_sapiens
0.36676458245908516	0.473541	-0.008	0.9167614057634323	0.9967384213959556	8.49	Q9UBB5	0.994159509202454	2.63576	Homo_sapiens
0.2953420058749475	0.43751705	-0.221	0.5687311551579259	0.31561208958469233	0.26	Q96CM3	0.4071165644171779	0.0908905	Homo_sapiens
0.1360469995803609	0.34481397	-0.246	0.4971083980030646	0.8633398564905415	2.72	Q6ZU80	0.8272883435582822	0.824941	Homo_sapiens
0.22501049097775913	0.40001595	0.149	0.9743957293262815	0.6130680582735377	1.27	P29558	0.374920245398773	0.0304983	Homo_sapiens
0.37733948804028533	0.47928002	0.165	0.9771637585883051	0.8050119591215482	2.25	Q9ULH7	0.5249570552147239	0.291523	Homo_sapiens
0.8311372219890893	0.92952377	-0.291	0.3638969897681775	0.2398891063274625	0.0	P46977	0.4140368098159509	0.102309	Homo_sapiens
0.9464540495174151	0.99773043	-0.195	0.6394147595274579	0.8050119591215482	2.25	Q09666	0.9953865030674847	2.94233	Homo_sapiens
0.26286193873268987	0.42108414	-0.119	0.79714299836884	0.7641335072841923	2.0	P07910	0.9692760736196319	1.45781	Homo_sapiens
0.7573646663869072	0.8357058	-0.14	0.7584894468884386	0.8191454664057404	2.34	Q9H5H4	0.9252515337423313	1.123	Homo_sapiens
0.9455308434746118	0.9975834	0.141	0.9728634274133755	0.7395085888236573	1.86	P50552	0.9056196319018405	1.04921	Homo_sapiens
0.7080151070079731	0.76713914	-0.147	0.7453413078938264	0.8300173950858882	2.42	Q9UN86	0.9743312883435583	1.52975	Homo_sapiens
0.031389005455308434	0.21887338	-0.14	0.7584894468884386	0.426179604261796	0.61	Q9Y285	0.6839754601226994	0.54977	Homo_sapiens
nan	nan	-0.219	0.574810933715585	0.5846923244183518	1.16	Q9GZY0	0.60279754601227	0.41528	Homo_sapiens
nan	nan	-0.146	0.7471207552765557	0.426179604261796	0.61	Q8TEM1	0.6873128834355828	0.555406	Homo_sapiens
0.5585396558959295	0.58895713	0.128	0.9695022490237754	0.9950532724505328	7.46	Q15424	0.9878282208588957	1.93783	Homo_sapiens
0.502391942929081	0.5477253	-0.636	0.006574069497306115	nan	nan	P10599	0.11695705521472392	-0.765447	Homo_sapiens
0.3303399076793957	0.45396528	-0.793	0.0010874400672235677	0.014024787997390736	-1.47	Q8WUD4	0.40952147239263803	0.0952194	Homo_sapiens
nan	nan	-0.037	0.897385200929267	0.6080126114372689	1.25	Q8N6W0	0.5843926380368099	0.38506	Homo_sapiens
0.15778430549727235	0.3607641	-0.217	0.5810884286491028	0.7434224831485106	1.88	Q8N488	0.5318773006134969	0.30348	Homo_sapiens
0.7239613932018464	0.787603	-0.201	0.6238445949285749	0.30653402913676886	0.23	Q9BXW9	0.57079754601227	0.362255	Homo_sapiens
0.8372639530004197	0.93655294	-0.233	0.5341802184765954	0.24565122852794086	0.02	A2RRD8	0.7132269938650306	0.601488	Homo_sapiens
0.3226185480486781	0.44944322	-0.203	0.619445405565716	0.8500217438573603	2.6	Q9NQC3	0.4565398773006135	0.178873	Homo_sapiens
0.8899706252622744	0.97750217	-0.27	0.42756166279472096	0.30957816916721026	0.24	Q9H583	0.5012024539877301	0.250243	Homo_sapiens
0.7911875786823332	0.8799821	-0.137	0.764322079976274	0.6281800391389433	1.33	O43143	0.550920245398773	0.332084	Homo_sapiens
0.590180444817457	0.6209668	0.082	0.9581829865058573	0.981843879104153	5.44	O15027	0.9425766871165644	1.22039	Homo_sapiens
0.01829626521191775	0.18986355	-0.317	0.2929662399288221	nan	nan	P46779	0.2817668711656442	-0.169219	Homo_sapiens
0.8301300881242132	0.92876875	-0.213	0.5939399930799268	0.2648401826484018	0.09	Q9H0U9	0.6582085889570553	0.506563	Homo_sapiens
0.9753252203105329	0.99982834	-0.202	0.6215708566061984	0.5233202870189172	0.94	O60664	0.32677300613496935	-0.0700628	Homo_sapiens
0.0785564414603441	0.2907292	-0.373	0.16227571548613515	0.7924548814959774	2.17	Q5JTH9	0.64	0.474986	Homo_sapiens
0.9536718422156945	0.99856037	-0.268	0.4337402995403094	0.6613394216133942	1.48	O43847	0.7969079754601227	0.759272	Homo_sapiens
0.678136802349979	0.73343	-0.009	0.9160693984479265	0.8994890193520331	3.11	Q9NWB1	0.6621840490797546	0.511953	Homo_sapiens
0.4687368862778011	0.52729416	-0.381	0.14794127823636993	0.6858556207871276	1.59	P83731	0.5056196319018404	0.258035	Homo_sapiens
0.7396558959295007	0.810247	-0.29	0.3673075972517424	0.0033159382474450966	-1.95	P51809	0.1705521472392638	-0.519043	Homo_sapiens
0.565757448594209	0.59596884	-0.281	0.39602590084523753	0.27380952380952384	0.12	P04083	0.5599018404907975	0.345838	Homo_sapiens
nan	nan	-0.279	0.40136424299342593	0.4772233094150902	0.78	Q86Y79	0.5350674846625767	0.309018	Homo_sapiens
0.0936634494334872	0.3094187	-0.356	0.1982106667984776	0.14715155468580127	-0.37	Q14CZ7	0.2923680981595092	-0.144896	Homo_sapiens
0.16768778850188837	0.36667147	-0.282	0.39301072611339033	0.7742987606001305	2.06	Q5VTR2	0.7947975460122699	0.75576	Homo_sapiens
nan	nan	-0.235	0.5288418763284068	0.2648401826484018	0.09	Q8N1F7	0.546601226993865	0.325288	Homo_sapiens
0.34813260595887535	0.4641963	-0.466	0.049873955810389996	nan	nan	P36954	0.06939877300613496	-1.07216	Homo_sapiens
0.6085606378514478	0.6433668	-0.181	0.6718896742622708	0.6712328767123288	1.52	Q96I25	0.9027730061349694	1.04023	Homo_sapiens
0.9864876206462442	0.99996316	-0.35	0.21106223122930157	0.5065775168514894	0.88	P13674	0.7553865030674847	0.676305	Homo_sapiens
0.863533361309274	0.95998454	-0.289	0.37086649201720134	0.6662317895194607	1.5	Q96B23	0.6846134969325154	0.550538	Homo_sapiens
0.9775912715065044	0.9998747	-0.325	0.27260145321536255	0.7467384213959556	1.9	O43290	0.9776196319018405	1.58611	Homo_sapiens
0.2443978178766261	0.41135022	-0.199	0.6289357916069398	0.879267232006958	2.88	O94762	0.8839754601226993	0.976322	Homo_sapiens
0.1376416281997482	0.3460114	-0.382	0.1464584054174287	0.5065775168514894	0.88	Q4G0J3	0.8946257668711657	1.01115	Homo_sapiens
0.29500629458665545	0.43740144	-0.562	0.015323019129059364	nan	nan	P08708	0.32623312883435585	-0.0712553	Homo_sapiens
0.01443558539655896	0.18021457	-0.229	0.5447580445850427	0.7850076103500762	2.12	O14617	0.6729815950920245	0.531589	Homo_sapiens
0.9307595467897608	0.99454087	-0.401	0.11704809450842767	0.15834964122635356	-0.31	Q9UHN1	0.7863558282208589	0.739523	Homo_sapiens
0.5751573646663869	0.605541	-0.266	0.4399683653798626	0.18694281365514243	-0.2	Q9NY33	0.8142331288343558	0.795292	Homo_sapiens
0.36080570709190096	0.4706111	-0.13	0.7778656517226039	0.6306262230919765	1.34	O75676	0.8441226993865031	0.864816	Homo_sapiens
nan	nan	-0.42	0.09203697296228561	0.12964774951076322	-0.45	P01111	0.4336196319018405	0.13944	Homo_sapiens
nan	nan	-0.383	0.14487667441055804	0.03489889106327462	-1.11	Q6NTF7	0.1581840490797546	-0.567086	Homo_sapiens
0.19639110365086027	0.38354558	0.03	0.9378676288863625	0.9925527288540987	6.89	Q9UPU5	0.8577668711656442	0.899039	Homo_sapiens
0.2175409148132606	0.39611664	0.19	0.9803766496960111	0.9010654490106544	3.13	Q9NZN8	0.9213742331288344	1.10428	Homo_sapiens
0.48652958455728074	0.53704023	-0.227	0.5516781177401018	0.6130680582735377	1.27	Q8N884	0.6760736196319018	0.537094	Homo_sapiens
0.26151909357952163	0.42065066	-0.198	0.631950966338787	0.5980104370515329	1.21	Q99615	0.7842944785276074	0.735308	Homo_sapiens
0.9724716743600503	0.99974936	-0.329	0.26212248529484455	0.4081322026527506	0.55	Q9BQ67	0.5346257668711657	0.308414	Homo_sapiens
0.4102391942929081	0.49479297	-0.119	0.79714299836884	0.526255707762557	0.95	Q9NW75	0.9737423312883435	1.51881	Homo_sapiens
0.8427192614351657	0.9419523	-0.209	0.6044189610004449	0.8818221352467928	2.91	Q13247	0.9863067484662577	1.87355	Homo_sapiens
0.6269408308854385	0.6655114	-0.24	0.5152488754881123	0.2515764296586214	0.04	Q7Z2T5	0.5265276073619631	0.294169	Homo_sapiens
0.9441040704993705	0.99735093	-0.322	0.280806682813504	0.5090780604479235	0.89	Q9BRS2	0.8313619631901841	0.833452	Homo_sapiens
0.9410826689047419	0.99679166	-0.397	0.12307844397212199	0.8652424440095673	2.74	Q9NQ29	0.7275092024539878	0.624145	Homo_sapiens
0.6579941250524549	0.7050271	-0.317	0.2929662399288221	0.2599478147423353	0.07	P49411	0.6811779141104295	0.546013	Homo_sapiens
0.1648342425514058	0.36506042	-0.331	0.25619099401907963	0.31561208958469233	0.26	A8MQ14	0.9263312883435583	1.12832	Homo_sapiens
0.5181703734788082	0.55718243	nan	nan	nan	nan	P53803	0.02532515337423313	-1.52916	Homo_sapiens
0.6568191355434326	0.70312995	-0.111	0.8110325737729227	0.3837790824092194	0.47	Q9ULC3	0.7091533742331289	0.593761	Homo_sapiens
0.6463281577843055	0.6865315	-0.341	0.23162473431861993	0.2648401826484018	0.09	Q9H649	0.3837055214723926	0.0470951	Homo_sapiens
0.9926982794796475	0.99999464	-0.317	0.2929662399288221	0.2429332463579039	0.01	Q9UNX4	0.7713865030674847	0.709057	Homo_sapiens
0.05975660931598825	0.26649565	-0.149	0.7415846967525085	0.5352250489236791	0.98	Q96DI7	0.7743803680981595	0.714971	Homo_sapiens
0.48812421317666804	0.53837687	-0.242	0.5088230932727004	0.5154924983692107	0.91	Q13769	0.515239263803681	0.275367	Homo_sapiens
0.10373478808224927	0.3169888	-0.285	0.3834214818842371	0.6032833224614047	1.23	O00429	0.622920245398773	0.447804	Homo_sapiens
0.9890054553084348	0.99997973	-0.205	0.6141564925114923	0.6878125679495543	1.6	P46013	0.9754110429447853	1.55187	Homo_sapiens
0.9733948804028535	0.9997780000000001	0.066	0.9531412189214572	0.885953468145249	2.96	Q9Y467	0.904	1.04392	Homo_sapiens
0.1634074695761645	0.3641539	-0.01	0.9152291038505265	0.9471624266144814	3.95	O95071	0.9075337423312884	1.05493	Homo_sapiens
0.5112882920688208	0.55317354	-0.35	0.21106223122930157	0.42982170036964557	0.62	Q96I59	0.6797055214723926	0.543399	Homo_sapiens
0.44741921947125474	0.51566404	-0.29	0.3673075972517424	0.42982170036964557	0.62	Q8TCS8	0.7088098159509203	0.592879	Homo_sapiens
0.6134284515316828	0.64872265	-0.449	0.06213237111363749	0.42982170036964557	0.62	Q9UDW3	0.19754601226993865	-0.414937	Homo_sapiens
0.060847671002937476	0.26780957	-0.362	0.18437052048835945	0.13203957382039574	-0.44	P04899	0.38866257668711657	0.056488	Homo_sapiens
nan	nan	-0.28	0.3990410755770847	0.6080126114372689	1.25	Q9BYX4	0.7544049079754601	0.674524	Homo_sapiens
0.878220730172052	0.9698104	-0.386	0.1393900449804755	0.27380952380952384	0.12	Q8WWH5	0.404760736196319	0.0874601	Homo_sapiens
0.7587914393621485	0.8371052	-0.506	0.031189758291730513	0.3398021308980213	0.33	P35659	0.8732269938650307	0.945529	Homo_sapiens
0.9030633655056651	0.9846528	-0.154	0.732539172556967	0.7122744074798869	1.72	Q16666	0.7677546012269939	0.701249	Homo_sapiens
0.9822912295425934	0.99992514	-0.345	0.2222826355592902	0.03734507501630789	-1.08	Q6T310	0.4648834355828221	0.191811	Homo_sapiens
0.2400335711288292	0.4088448	-0.196	0.6368938757352578	0.6401935203305066	1.38	Q9UQE7	0.9330061349693252	1.16343	Homo_sapiens
nan	nan	-0.27	0.42756166279472096	0.7467384213959556	1.9	Q96DU9	0.9479263803680982	1.25639	Homo_sapiens
nan	nan	-0.357	0.19559092481834808	0.14715155468580127	-0.37	Q9UG22	0.3427730061349693	-0.0357583	Homo_sapiens
0.06814939152328997	0.27789396	0.04	0.9428105382828332	0.956838443139813	4.24	O60610	0.8066257668711656	0.779251	Homo_sapiens
0.8981116240033571	0.9821378	-0.45	0.06139093470416687	0.32974559686888455	0.3	Q969E8	0.258159509202454	-0.229219	Homo_sapiens
0.11154007553503986	0.3236233	-0.278	0.4037368395037319	nan	nan	P61970	0.11720245398773006	-0.764271	Homo_sapiens
0.9387326898866974	0.9963833	-0.333	0.2508032227769265	nan	nan	P51397	0.3379631901840491	-0.0452656	Homo_sapiens
0.12303818715904322	0.33356756	-0.336	0.2442291532796204	0.6055664274842357	1.24	Q92499	0.9597546012269939	1.34565	Homo_sapiens
0.7812001678556442	0.8653846	-0.337	0.24155998220552619	0.3679604261796043	0.42	P62491	0.37266257668711655	0.0256467	Homo_sapiens
0.653881661770877	0.69763047	-0.3	0.3402698828530473	0.056968906283974774	-0.9	Q9H0F7	0.3635337423312883	0.00847811	Homo_sapiens
0.22668904741921947	0.40123948	-0.131	0.7757896297760862	0.9431941726462274	3.87	Q9UHC7	0.7285889570552148	0.626073	Homo_sapiens
0.5600503566932438	0.5901607	0.504	0.9972813998319411	0.9998369210697978	15.84	Q99729	0.9958773006134969	3.14925	Homo_sapiens
nan	nan	-0.223	0.5627502347881963	0.29446618830180477	0.19	P17035	0.825717791411043	0.822393	Homo_sapiens
0.5974821653378095	0.62949276	-0.177	0.6810340566457417	0.6379647749510763	1.37	P52701	0.9012515337423312	1.03533	Homo_sapiens
nan	nan	-0.361	0.18654540062280658	0.09300934985866492	-0.64	Q15286	0.6240981595092024	0.449078	Homo_sapiens
0.11615610574905581	0.32800728	-0.293	0.35870693490188327	0.3329528158295282	0.31	O43795	0.8609079754601227	0.90786	Homo_sapiens
nan	nan	-0.176	0.6838020859077653	0.30109806479669493	0.21	D6R9N7	0.41438036809815953	0.102848	Homo_sapiens
nan	nan	-0.155	0.730858583362167	0.8672537508153947	2.76	O60812	0.9757546012269939	1.56177	Homo_sapiens
0.30474192194712546	0.4417838	-0.149	0.7415846967525085	0.6918351815612089	1.62	Q01082	0.8360245398773006	0.844593	Homo_sapiens
0.9970625262274444	0.9999994	-0.258	0.46250803222776926	0.8149597738638834	2.31	Q8IY81	0.8914355828220859	0.999828	Homo_sapiens
0.5872429710449014	0.61808014	-0.482	0.04201472987000148	0.06860186997173298	-0.81	Q6DKI1	0.4454969325153374	0.159369	Homo_sapiens
0.3052454888795636	0.44189698	-0.32	0.28599673767979833	0.4081322026527506	0.55	Q9Y2X0	0.2552638036809816	-0.236636	Homo_sapiens
0.3009651699538397	0.43998098	-0.436	0.07444021551084969	nan	nan	P49773	0.5411533742331288	0.316973	Homo_sapiens
0.9292488459924465	0.9941042	-0.313	0.30492808066828136	0.48543161556860187	0.81	O00567	0.8029447852760736	0.77221	Homo_sapiens
0.9828787242971045	0.9999316	-0.022	0.9077158815678908	0.6257882148293107	1.32	O60315	0.9138650306748466	1.07721	Homo_sapiens
0.004448174569869912	0.13579248	-0.211	0.5994760516039741	0.45330506631876494	0.7	Q9BQ52	0.5501840490797546	0.330875	Homo_sapiens
0.8431389005455309	0.9422006	-0.376	0.15708566061984083	0.08860621874320504	-0.67	Q99633	0.656441717791411	0.503263	Homo_sapiens
0.5087704574066303	0.55159646	-0.365	0.17769759280312392	0.48869319417264623	0.82	P55081	0.7706993865030675	0.706787	Homo_sapiens
0.1409987410826689	0.34806693	-0.247	0.49409322327121746	0.8205044574907588	2.35	Q96KS0	0.8117300613496933	0.790604	Homo_sapiens
0.7651699538396979	0.84496593	0.248	0.9863575700657407	0.9490106544901066	4.0	O95487	0.6209079754601227	0.444782	Homo_sapiens
0.30222408728493494	0.4407124	-0.284	0.3863377984281548	0.3930745814307458	0.5	Q01081	0.9746257668711656	1.53459	Homo_sapiens
0.12572387746537977	0.3369824	-0.38	0.14952300924324058	0.15253315938247444	-0.34	Q9HC16	0.2205644171779141	-0.337997	Homo_sapiens
0.6741082668904742	0.7267022	-0.294	0.3558400474519302	0.30109806479669493	0.21	Q53G44	0.4529570552147239	0.172339	Homo_sapiens
0.23684431389005456	0.40639716	-0.489	0.038258118728683704	0.17683191998260492	-0.24	O43293	0.7011042944785276	0.579974	Homo_sapiens
0.5168275283256399	0.55644625	-0.63	0.006969502249023775	nan	nan	Q01469	0.28078527607361964	-0.172421	Homo_sapiens
0.14360050356693244	0.35034713	-0.254	0.4740744402155109	0.08692106979778212	-0.68	P31941	0.2987484662576687	-0.129932	Homo_sapiens
0.9867394041124633	0.99996567	-0.295	0.3532203054718007	0.2599478147423353	0.07	Q12788	0.33712883435582824	-0.0465724	Homo_sapiens
0.12203105329416701	0.33240756	-0.018	0.9107804853937027	0.8050119591215482	2.25	P0C7T5	0.6278773006134969	0.45509	Homo_sapiens
0.9765841376416282	0.9998561	-0.067	0.8690623300874895	0.9173733420308763	3.38	Q5T8P6	0.8521226993865031	0.884369	Homo_sapiens
0.5328577423415862	0.56553423	-0.196	0.6368938757352578	0.5527288540987171	1.04	Q14008	0.8928098159509202	1.00437	Homo_sapiens
0.17893411665967268	0.3729997	-0.018	0.9107804853937027	0.6055664274842357	1.24	O00151	0.5936687116564417	0.399647	Homo_sapiens
0.7390684011749895	0.8094064	-0.323	0.27769264989372744	0.3191454664057404	0.27	P61764	0.39646625766871163	0.0731829	Homo_sapiens
0.131766680654637	0.34183645	-0.063	0.8733132321684544	0.7279299847792998	1.8	O15056	0.9131779141104295	1.07487	Homo_sapiens
0.08124213176668066	0.29355842	0.06	0.9510157678809747	0.8392041748206132	2.49	Q7Z5L9	0.7231411042944785	0.617513	Homo_sapiens
0.12228283676038607	0.33260873	-0.301	0.3377489990608472	0.4021526418786693	0.53	P11216	0.7689325153374234	0.703405	Homo_sapiens
0.04322282836760386	0.24007405	-0.172	0.6935396174188128	0.6009458577951728	1.22	Q14204	0.9148957055214724	1.08198	Homo_sapiens
0.9955518254301301	0.9999982	-0.404	0.11348919974296871	0.10398999782561426	-0.58	Q9UGM6	0.29300613496932515	-0.143801	Homo_sapiens
nan	nan	-0.226	0.5543967179081607	0.4597195042400522	0.72	Q9NQ55	0.9224049079754602	1.11057	Homo_sapiens
0.21359630717582878	0.39384815	-0.078	0.8571993475359596	0.5743639921722113	1.12	P21399	0.8954601226993865	1.01352	Homo_sapiens
0.7133864876206463	0.77423364	-0.37	0.16815777766793535	0.1637856055664275	-0.29	Q92874	0.16858895705521473	-0.527227	Homo_sapiens
nan	nan	-0.238	0.5205872176363008	0.1895520765383779	-0.19	Q9HCK0	0.5725153374233128	0.365767	Homo_sapiens
0.9400755350398657	0.9966145	-0.281	0.39602590084523753	0.5090780604479235	0.89	Q16181	0.7929815950920246	0.75215	Homo_sapiens
0.8949223667645825	0.98062474	0.064	0.9522514952300924	0.6445966514459666	1.4	Q9H361	0.7590184049079755	0.683656	Homo_sapiens
0.9245488879563575	0.9929067	0.573	0.9982699817112353	0.9972276581865623	9.31	Q01844	0.9965644171779141	3.35544	Homo_sapiens
0.5289970625262275	0.5626012	-0.19	0.6511788838910583	0.7867471189388998	2.13	Q96G46	0.803042944785276	0.772357	Homo_sapiens
0.6453210239194292	0.6853963	-0.337	0.24155998220552619	0.2053163731245923	-0.13	O75391	0.5927852760736196	0.398308	Homo_sapiens
0.9456147712966848	0.9976082	-0.029	0.90277297217142	0.7417916938464884	1.87	Q9P275	0.9378650306748466	1.19061	Homo_sapiens
0.2848510281158204	0.4321903	-0.359	0.1910928772675597	0.10214176994998912	-0.59	O00442	0.7712883435582822	0.708534	Homo_sapiens
0.9768359211078472	0.9998636	-0.362	0.18437052048835945	0.1486192650576212	-0.36	Q5T3I0	0.9875337423312883	1.91898	Homo_sapiens
nan	nan	-0.402	0.1159606544412041	0.1486192650576212	-0.36	Q14165	0.8055950920245398	0.777013	Homo_sapiens
nan	nan	-0.303	0.33226236963076466	nan	nan	P18077	0.7534233128834356	0.672351	Homo_sapiens
0.5392362568191356	0.5720746	-0.483	0.0414710098363897	nan	nan	P62851	0.9108220858895706	1.06635	Homo_sapiens
0.8814099874108267	0.97243685	0.044	0.9449359893233157	0.7898999782561427	2.15	Q9UNW9	0.9092515337423313	1.06078	Homo_sapiens
nan	nan	-0.387	0.13761059759774602	0.009078060447923461	-1.63	P63104	0.3021349693251534	-0.12134	Homo_sapiens
0.18321443558539655	0.37546143	0.484	0.9969353961741881	0.999782561426397	15.69	P51991	0.9995092024539878	5.25324	Homo_sapiens
0.9957196810742761	0.99999845	-0.004	0.91883742770995	0.996031746031746	7.99	P19338	0.9937668711656442	2.49526	Homo_sapiens
0.6874527906000839	0.74237233	-0.255	0.47145469823538133	0.526255707762557	0.95	P49189	0.7479263803680981	0.661701	Homo_sapiens
nan	nan	-0.166	0.7067371855073896	0.8672537508153947	2.76	Q8NBJ9	0.49104294478527605	0.234545	Homo_sapiens
0.3846412085606378	0.4832246	-0.334	0.24922149177005584	0.21053489889106328	-0.11	Q9H8H0	0.42895705521472394	0.129312	Homo_sapiens
0.5632396139320185	0.5940058	-0.357	0.19559092481834808	0.02663622526636225	-1.21	Q14232	0.27862576687116564	-0.17791	Homo_sapiens
0.4612673101133026	0.523708	-0.342	0.22895556324452573	0.42982170036964557	0.62	Q15361	0.9445398773006135	1.23284	Homo_sapiens
0.9779269827947965	0.9998758	-0.103	0.8237852800158173	0.9239508588823657	3.5	Q9H8H2	0.7641717791411043	0.694192	Homo_sapiens
0.6605119597146454	0.7081466	-0.334	0.24922149177005584	0.1662861491628615	-0.28	Q53R41	0.351558282208589	-0.0158291	Homo_sapiens
0.10826689047419219	0.32083893	-0.347	0.2178834461964312	0.2648401826484018	0.09	O94903	0.4328834355828221	0.137398	Homo_sapiens
0.7537557700377675	0.8305898	-0.107	0.8167169195788642	0.7373885627310285	1.85	Q96HA7	0.6497177914110429	0.492449	Homo_sapiens
nan	nan	-0.35	0.21106223122930157	0.7353772559252011	1.84	Q6PII5	0.4660122699386503	0.193396	Homo_sapiens
0.12060428031892573	0.33123928	-0.31	0.3122930156690228	0.5207110241356817	0.93	Q9BW92	0.5817914110429447	0.380943	Homo_sapiens
0.44565673520772137	0.5146995	-0.283	0.38964954772379023	0.3126766688410524	0.25	Q9Y2P8	0.807803680981595	0.781652	Homo_sapiens
0.6935795216114142	0.7503834	-0.265	0.44288468192378033	0.3519243313763862	0.37	Q9BUB4	0.6482944785276074	0.489852	Homo_sapiens
0.8360050356693244	0.93493	-0.189	0.6533537640255054	0.20270711024135682	-0.14	Q86UP2	0.7875828220858896	0.74248	Homo_sapiens
0.7644146034410407	0.8438055	-0.258	0.46250803222776926	0.4021526418786693	0.53	Q9NVN8	0.7043435582822086	0.585381	Homo_sapiens
0.4032731850608477	0.49133778	-0.502	0.03277148929860116	0.17683191998260492	-0.24	Q5GAN4	0.03425766871165644	-1.38675	Homo_sapiens
nan	nan	0.175	0.9784983441253522	0.3837790824092194	0.47	Q92904	0.45099386503067485	0.168696	Homo_sapiens
0.8895509861519093	0.9773769	-0.329	0.26212248529484455	0.23515981735159816	-0.02	P20700	0.5261840490797546	0.293728	Homo_sapiens
0.9813680234997901	0.99991095	-0.034	0.8995106519697494	0.9312894107414655	3.63	Q5VT52	0.9369325153374233	1.18359	Homo_sapiens
