ENSG00000010165	EEF1AKNMT	Homo_sapiens		Q8N6R0	METTL13	699	PF13649:Methyltransf_25;PF01564:Spermine_synth	reviewed
ENSG00000010244	ZNF207	Homo_sapiens		O43670	ZNF207	478		reviewed
ENSG00000010256	UQCRC1	Homo_sapiens		P31930	UQCRC1	480	PF00675:Peptidase_M16;PF05193:Peptidase_M16_C	reviewed
ENSG00000010292	NCAPD2	Homo_sapiens		Q15021	NCAPD2	1401	PF12717:Cnd1;PF12922:Cnd1_N	reviewed
ENSG00000011007	ELOA	Homo_sapiens		Q14241	ELOA	772	PF06881:Elongin_A;PF08711:Med26	reviewed
ENSG00000011243	AKAP8L	Homo_sapiens		Q9ULX6	AKAP8L	646	PF04988:AKAP95	reviewed
ENSG00000011260	UTP18	Homo_sapiens		Q9Y5J1	UTP18	556	PF00400:WD40	reviewed
ENSG00000011304	PTBP1	Homo_sapiens		P26599	PTBP1	557	PF22976:RRM_10;PF13893:RRM_5;PF11835:RRM_8	reviewed
ENSG00000011376	LARS2	Homo_sapiens		Q15031	LARS2	903	PF08264:Anticodon_1;PF00133:tRNA-synt_1;PF13603:tRNA-synt_1_2	reviewed
ENSG00000011426	ANLN	Homo_sapiens		Q9NQW6	ANLN	1124	PF08174:Anillin;PF16018:Anillin_N;PF00169:PH	reviewed
ENSG00000011485	PPP5C	Homo_sapiens		P53041	PPP5C	499	PF00149:Metallophos;PF08321:PPP5;PF00515:TPR_1	reviewed
ENSG00000011590	ZBTB32	Homo_sapiens		Q9Y2Y4	ZBTB32	487	PF00651:BTB;PF00096:zf-C2H2;PF12874:zf-met	reviewed
ENSG00000012048	BRCA1	Homo_sapiens		P38398	BRCA1	1863	PF00533:BRCT;PF12820:BRCT_assoc;PF00097:zf-C3HC4	reviewed
ENSG00000013016	EHD3	Homo_sapiens		Q9NZN3	EHD3	535	PF18150:DUF5600;PF00350:Dynamin_N;PF12763:EH;PF16880:EHD_N	reviewed
ENSG00000013364	MVP	Homo_sapiens		Q14764	MVP	893	PF11978:MVP_shoulder;PF01505:Vault;PF17794:Vault_2;PF17795:Vault_3;PF17796:Vault_4	reviewed
ENSG00000013503	POLR3B	Homo_sapiens		Q9NW08	POLR3B	1133	PF04563:RNA_pol_Rpb2_1;PF04561:RNA_pol_Rpb2_2;PF04565:RNA_pol_Rpb2_3;PF04566:RNA_pol_Rpb2_4;PF04567:RNA_pol_Rpb2_5;PF00562:RNA_pol_Rpb2_6;PF04560:RNA_pol_Rpb2_7	reviewed
ENSG00000013523	ANGEL1	Homo_sapiens		Q9UNK9	ANGEL1	670	PF03372:Exo_endo_phos	reviewed
ENSG00000013563	DNASE1L1	Homo_sapiens		P49184	DNASE1L1	302	PF03372:Exo_endo_phos	reviewed
ENSG00000014123	UFL1	Homo_sapiens		O94874	UFL1	794	PF09743:E3_UFM1_ligase;PF23659:UFL1;PF25041:UFL1_C;PF25870:WHD_UFL1_5th	reviewed
ENSG00000014164	ZC3H3	Homo_sapiens		Q8IXZ2	ZC3H3	948	PF00642:zf-CCCH	reviewed
ENSG00000014216	CAPN1	Homo_sapiens		P07384	CAPN1	714	PF01067:Calpain_III;PF13833:EF-hand_8;PF00648:Peptidase_C2	reviewed
ENSG00000014641	MDH1	Homo_sapiens		P40925	MDH1	334	PF02866:Ldh_1_C;PF00056:Ldh_1_N	reviewed
ENSG00000015153	YAF2	Homo_sapiens		Q8IY57	YAF2	180	PF17219:YAF2_RYBP;PF00641:Zn_ribbon_RanBP	reviewed
ENSG00000015479	MATR3	Homo_sapiens		P43243	MATR3	847		reviewed
ENSG00000018510	AGPS	Homo_sapiens		O00116	AGPS	658	PF02913:FAD-oxidase_C;PF01565:FAD_binding_4	reviewed
ENSG00000018869	ZNF582	Homo_sapiens		Q96NG8	ZNF582	517	PF01352:KRAB;PF00096:zf-C2H2	reviewed
ENSG00000019549	SNAI2	Homo_sapiens		O43623	SNAI2	268	PF00096:zf-C2H2	reviewed
ENSG00000019995	ZRANB1	Homo_sapiens		Q9UGI0	ZRANB1	708	PF18418:AnkUBD;PF02338:OTU;PF00641:Zn_ribbon_RanBP	reviewed
ENSG00000020256	ZFP64	Homo_sapiens		Q9NTW7	ZFP64	645	PF00096:zf-C2H2	reviewed
ENSG00000020922	MRE11	Homo_sapiens		P49959	MRE11	708	PF00149:Metallophos;PF04152:Mre11_DNA_bind	reviewed
ENSG00000021776	AQR	Homo_sapiens		O60306	AQR	1485	PF13086:AAA_11;PF13087:AAA_12;PF16399:Aquarius_N_1st;PF21143:Aquarius_N_2nd;PF21144:Aquarius_N_3rd	reviewed
ENSG00000021826	CPS1	Homo_sapiens		P31327	CPS1	1500	PF25596:CPSase_L_D1;PF02786:CPSase_L_D2;PF02787:CPSase_L_D3;PF00988:CPSase_sm_chain;PF00117:GATase;PF02142:MGS	reviewed
ENSG00000022277	RTF2	Homo_sapiens		Q9BY42	RTF2	306	PF04641:Rtf2	reviewed
ENSG00000023228	NDUFS1	Homo_sapiens		P28331	NDUFS1	727	PF13510:Fer2_4;PF22151:Fer4_NDSU1;PF22117:Fer4_Nqo3;PF00384:Molybdopterin;PF10588:NADH-G_4Fe-4S_3;PF09326:NADH_dhqG_C	reviewed
ENSG00000023287	RB1CC1	Homo_sapiens		Q8TDY2	RB1CC1	1594	PF10377:ATG11	reviewed
ENSG00000023318	ERP44	Homo_sapiens		Q9BS26	ERP44	406	PF00085:Thioredoxin;PF13848:Thioredoxin_6	reviewed
ENSG00000023909	GCLM	Homo_sapiens		P48507	GCLM	274	PF00248:Aldo_ket_red	reviewed
ENSG00000024422	EHD2	Homo_sapiens		Q9NZN4	EHD2	543	PF18150:DUF5600;PF00350:Dynamin_N;PF12763:EH;PF16880:EHD_N	reviewed
ENSG00000025772	TOMM34	Homo_sapiens		Q15785	TOMM34	309	PF00515:TPR_1	reviewed
ENSG00000025796	SEC63	Homo_sapiens		Q9UGP8	SEC63	760	PF00226:DnaJ;PF02889:Sec63	reviewed
ENSG00000025800	KPNA6	Homo_sapiens		O60684	KPNA6	536	PF00514:Arm;PF16186:Arm_3;PF01749:IBB	reviewed
ENSG00000026025	VIM	Homo_sapiens		P08670	VIM	466	PF00038:Filament;PF04732:Filament_head	reviewed
ENSG00000026297	RNASET2	Homo_sapiens		O00584	RNASET2	256	PF00445:Ribonuclease_T2	reviewed
ENSG00000029363	BCLAF1	Homo_sapiens		Q9NYF8	BCLAF1	920	PF15440:THRAP3_BCLAF1	reviewed
ENSG00000029639	TFB1M	Homo_sapiens		Q8WVM0	TFB1M	346	PF00398:RrnaAD	reviewed
ENSG00000029993	HMGB3	Homo_sapiens		O15347	HMGB3	200	PF00505:HMG_box;PF09011:HMG_box_2	reviewed
ENSG00000030066	NUP160	Homo_sapiens		Q12769	NUP160	1436	PF11715:Beta-prop_Nup120_160;PF23345:NUP160_helical;PF23354:TPR_NUP160_120_M;PF23347:TPR_Nup160_C	reviewed
ENSG00000031698	SARS	Homo_sapiens		P49591	SARS1	514	PF02403:Seryl_tRNA_N;PF00587:tRNA-synt_2b	reviewed
ENSG00000031823	RANBP3	Homo_sapiens		Q9H6Z4	RANBP3	567	PF00638:Ran_BP1	reviewed
ENSG00000032219	ARID4A	Homo_sapiens		P29374	ARID4A	1257	PF01388:ARID;PF08169:RBB1NT;PF11717:Tudor-knot	reviewed
ENSG00000033030	ZCCHC8	Homo_sapiens		Q6NZY4	ZCCHC8	707	PF04046:PSP;PF00098:zf-CCHC	reviewed
ENSG00000033050	ABCF2	Homo_sapiens		Q9UG63	ABCF2	623	PF00005:ABC_tran;PF12848:ABC_tran_Xtn	reviewed
ENSG00000033178	UBA6	Homo_sapiens		A0AVT1	UBA6	1052	PF16191:E1_4HB;PF16190:E1_FCCH;PF09358:E1_UFD;PF00899:ThiF;PF10585:UBA_E1_SCCH	reviewed
ENSG00000035403	VCL	Homo_sapiens		P18206	VCL	1134	PF01044:Vinculin	reviewed
ENSG00000035664	DAPK2	Homo_sapiens		Q9UIK4	DAPK2	370	PF00069:Pkinase	reviewed
ENSG00000035687	ADSS	Homo_sapiens		P30520	ADSS2	456	PF00709:Adenylsucc_synt	reviewed
ENSG00000035928	RFC1	Homo_sapiens		P35251	RFC1	1148	PF00004:AAA;PF25361:AAA_lid_RFC1;PF00533:BRCT;PF08519:RFC1	reviewed
ENSG00000037241	RPL26L1	Homo_sapiens		Q9UNX3	RPL26L1	145	PF00467:KOW;PF16906:Ribosomal_L26	reviewed
ENSG00000037474	NSUN2	Homo_sapiens		Q08J23	NSUN2	767	PF01189:Methyltr_RsmB-F;PF25376:Pre-PUA_NSUN2;PF25378:PUA_NSUN2	reviewed
ENSG00000037757	MRI1	Homo_sapiens		Q9BV20	MRI1	369	PF01008:IF-2B	reviewed
ENSG00000038219	BOD1L1	Homo_sapiens		Q8NFC6	BOD1L1	3051	PF05205:COMPASS-Shg1	reviewed
ENSG00000038358	EDC4	Homo_sapiens		Q6P2E9	EDC4	1401	PF21289:EDC4_C;PF16529:Ge1_WD40	reviewed
ENSG00000038382	TRIO	Homo_sapiens		O75962	TRIO	3097	PF13716:CRAL_TRIO_2;PF07679:I-set;PF00069:Pkinase;PF00621:RhoGEF;PF16609:SH3-RhoG_link;PF00018:SH3_1;PF23587:SH3_KALRN;PF22697:SOS1_NGEF_PH;PF00435:Spectrin;PF23323:Spectrin_6	reviewed
ENSG00000039123	MTREX	Homo_sapiens		P42285	MTREX	1042	PF00270:DEAD;PF08148:DSHCT;PF00271:Helicase_C;PF21408:MTR4-like_stalk;PF13234:MTR4_beta-barrel	reviewed
ENSG00000039560	RAI14	Homo_sapiens		Q9P0K7	RAI14	980	PF00023:Ank;PF12796:Ank_2;PF13857:Ank_5	reviewed
ENSG00000040341	STAU2	Homo_sapiens		Q9NUL3	STAU2	570	PF00035:dsrm;PF16482:Staufen_C	reviewed
ENSG00000041802	LSG1	Homo_sapiens		Q9H089	LSG1	658	PF01926:MMR_HSR1	reviewed
ENSG00000041880	PARP3	Homo_sapiens		Q9Y6F1	PARP3	533	PF00644:PARP;PF02877:PARP_reg;PF05406:WGR	reviewed
ENSG00000042493	CAPG	Homo_sapiens		P40121	CAPG	348	PF00626:Gelsolin	reviewed
ENSG00000043514	TRIT1	Homo_sapiens		Q9H3H1	TRIT1	467	PF01715:IPPT	reviewed
ENSG00000044115	CTNNA1	Homo_sapiens		P35221	CTNNA1	906	PF01044:Vinculin	reviewed
ENSG00000044574	HSPA5	Homo_sapiens		P11021	HSPA5	654	PF00012:HSP70	reviewed
ENSG00000046604	DSG2	Homo_sapiens		Q14126	DSG2	1118	PF00028:Cadherin	reviewed
ENSG00000046647	GEMIN8	Homo_sapiens		Q9NWZ8	GEMIN8	242	PF15348:GEMIN8	reviewed
ENSG00000046651	OFD1	Homo_sapiens		O75665	OFD1	1012	PF16045:LisH_2	reviewed
ENSG00000047188	YTHDC2	Homo_sapiens		Q9H6S0	YTHDC2	1430	PF00270:DEAD;PF21010:HA2_C;PF00271:Helicase_C;PF07717:OB_NTP_bind;PF01424:R3H;PF26026:RNA_hel_CTD;PF04408:WHD_HA2;PF04146:YTH	reviewed
ENSG00000047315	POLR2B	Homo_sapiens		P30876	POLR2B	1174	PF04563:RNA_pol_Rpb2_1;PF04561:RNA_pol_Rpb2_2;PF04565:RNA_pol_Rpb2_3;PF04566:RNA_pol_Rpb2_4;PF04567:RNA_pol_Rpb2_5;PF00562:RNA_pol_Rpb2_6;PF04560:RNA_pol_Rpb2_7	reviewed
ENSG00000047410	TPR	Homo_sapiens		P12270	TPR	2363	PF25481:Nucleoprot-TPR;PF25785:TPR;PF07926:TPR_MLP1_2	reviewed
ENSG00000047849	MAP4	Homo_sapiens		P27816	MAP4	1152	PF00418:Tubulin-binding	reviewed
ENSG00000048162	NOP16	Homo_sapiens		Q9Y3C1	NOP16	178	PF09420:Nop16	reviewed
ENSG00000048405	ZNF800	Homo_sapiens		Q2TB10	ZNF800	664	PF25445:CCHC_ZFPM2;PF00096:zf-C2H2;PF16622:zf-C2H2_11;PF16624:zf-C2H2_assoc2	reviewed
ENSG00000048544	MRPS10	Homo_sapiens		P82664	MRPS10	201	PF00338:Ribosomal_S10	reviewed
ENSG00000048649	RSF1	Homo_sapiens		Q96T23	RSF1	1441	PF00628:PHD;PF15612:WHIM1	reviewed
ENSG00000048740	CELF2	Homo_sapiens		O95319	CELF2	508	PF00076:RRM_1	reviewed
ENSG00000048828	FAM120A	Homo_sapiens		Q9NZB2	FAM120A	1118		reviewed
ENSG00000048991	R3HDM1	Homo_sapiens		Q15032	R3HDM1	1099	PF01424:R3H;PF12752:SUZ	reviewed
ENSG00000049541	RFC2	Homo_sapiens		P35250	RFC2	354	PF00004:AAA;PF08542:Rep_fac_C	reviewed
ENSG00000049883	PTCD2	Homo_sapiens		Q8WV60	PTCD2	388	PF10037:MRP-S27	reviewed
ENSG00000050405	LIMA1	Homo_sapiens		Q9UHB6	LIMA1	759	PF00412:LIM	reviewed
ENSG00000050748	MAPK9	Homo_sapiens		P45984	MAPK9	424	PF00069:Pkinase	reviewed
ENSG00000051341	POLQ	Homo_sapiens		O75417	POLQ	2590	PF00270:DEAD;PF00476:DNA_pol_A;PF25453:DUF7898;PF00271:Helicase_C;PF20470:HTH_61;PF21099:POLQ_helical	reviewed
ENSG00000051596	THOC3	Homo_sapiens		Q96J01	THOC3	351	PF25174:Beta-prop_THOC3	reviewed
ENSG00000052126	PLEKHA5	Homo_sapiens		Q9HAU0	PLEKHA5	1116	PF00169:PH;PF25541:TBCA_PH;PF00397:WW	reviewed
ENSG00000052749	RRP12	Homo_sapiens		Q5JTH9	RRP12	1297	PF25772:HEAT_RRP12_N;PF08161:RRP12_HEAT	reviewed
ENSG00000053372	MRTO4	Homo_sapiens		Q9UKD2	MRTO4	239	PF00466:Ribosomal_L10;PF17777:RL10P_insert	reviewed
ENSG00000054118	THRAP3	Homo_sapiens		Q9Y2W1	THRAP3	955	PF15440:THRAP3_BCLAF1	reviewed
ENSG00000054267	ARID4B	Homo_sapiens		Q4LE39	ARID4B	1312	PF01388:ARID;PF08169:RBB1NT;PF11717:Tudor-knot	reviewed
ENSG00000054523	KIF1B	Homo_sapiens		O60333	KIF1B	1816	PF12473:DUF3694;PF00498:FHA;PF12423:KIF1B;PF00225:Kinesin;PF16183:Kinesin_assoc;PF00169:PH	reviewed
ENSG00000054654	SYNE2	Homo_sapiens		Q8WXH0	SYNE2	6885	PF00307:CH;PF10541:KASH;PF00435:Spectrin;PF25034:Spectrin_SYNE1;PF25035:SYNE1	reviewed
ENSG00000055044	NOP58	Homo_sapiens		Q9Y2X3	NOP58	529	PF01798:Nop;PF08156:NOP5NT	reviewed
ENSG00000055130	CUL1	Homo_sapiens		Q13616	CUL1	776	PF00888:Cullin;PF26557:Cullin_AB;PF10557:Cullin_Nedd8	reviewed
ENSG00000055163	CYFIP2	Homo_sapiens		Q96F07	CYFIP2	1278	PF07159:CYRIA-B_Rac1-bd;PF05994:FragX_IP	reviewed
ENSG00000055208	TAB2	Homo_sapiens		Q9NYJ8	TAB2	693	PF02845:CUE	reviewed
ENSG00000055332	EIF2AK2	Homo_sapiens		P19525	EIF2AK2	551	PF00035:dsrm;PF00069:Pkinase	reviewed
ENSG00000055483	USP36	Homo_sapiens		Q9P275	USP36	1123	PF00443:UCH	reviewed
ENSG00000055917	PUM2	Homo_sapiens		Q8TB72	PUM2	1066	PF00806:PUF	reviewed
ENSG00000055950	MRPL43	Homo_sapiens		Q8N983	MRPL43	215	PF05047:L51_S25_CI-B8	reviewed
ENSG00000056097	ZFR	Homo_sapiens		Q96KR1	ZFR	1074	PF20965:DZF_C;PF07528:DZF_N;PF12874:zf-met	reviewed
ENSG00000056586	RC3H2	Homo_sapiens		Q9HBD1	RC3H2	1191	PF18386:ROQ_II;PF21206:Roquin_1_2-like_ROQ;PF00642:zf-CCCH;PF14634:zf-RING_5	reviewed
ENSG00000057294	PKP2	Homo_sapiens		Q99959	PKP2	881	PF00514:Arm	reviewed
ENSG00000057608	GDI2	Homo_sapiens		P50395	GDI2	445	PF00996:GDI	reviewed
ENSG00000058262	SEC61A1	Homo_sapiens		P61619	SEC61A1	476	PF10559:Plug_translocon;PF00344:SecY	reviewed
ENSG00000058272	PPP1R12A	Homo_sapiens		O14974	PPP1R12A	1030	PF12796:Ank_2;PF15898:PRKG1_interact	reviewed
ENSG00000058673	ZC3H11A	Homo_sapiens		O75152	ZC3H11A	810	PF15663:zf-CCCH_3	reviewed
ENSG00000058729	RIOK2	Homo_sapiens		Q9BVS4	RIOK2	552	PF01163:RIO1;PF09202:Rio2_N	reviewed
ENSG00000059145	UNKL	Homo_sapiens		Q9H9P5	UNKL	680	PF13920:zf-C3HC4_3;PF00642:zf-CCCH;PF23261:zf-CCCH_11;PF25427:zf-CCCH_UNK;PF23035:zf-CCCH_UNK-like_4th;PF18384:zf_CCCH_5	reviewed
ENSG00000059378	PARP12	Homo_sapiens		Q9H0J9	PARP12	701	PF00644:PARP;PF24356:WHD_PARP12;PF02825:WWE;PF23466:WWE_4;PF25261:zf-CCCH_PARP12	reviewed
ENSG00000059573	ALDH18A1	Homo_sapiens		P54886	ALDH18A1	795	PF00696:AA_kinase;PF00171:Aldedh	reviewed
ENSG00000059588	TARBP1	Homo_sapiens		Q13395	TARBP1	1621	PF00588:SpoU_methylase;PF25050:TARBP1	reviewed
ENSG00000059691	GATB	Homo_sapiens		O75879	GATB	557	PF02934:GatB_N;PF02637:GatB_Yqey	reviewed
ENSG00000060138	YBX3	Homo_sapiens		P16989	YBX3	372	PF00313:CSD	reviewed
ENSG00000060237	WNK1	Homo_sapiens		Q9H4A3	WNK1	2382	PF24889:CCTL2_WNK;PF12202:OSR1_C;PF00069:Pkinase	reviewed
ENSG00000060339	CCAR1	Homo_sapiens		Q8IX12	CCAR1	1150	PF14443:DBC1;PF19256:LAIKA;PF14444:S1-like;PF02037:SAP	reviewed
ENSG00000060491	OGFR	Homo_sapiens		Q9NZT2	OGFR	677	PF04680:OGFr_III;PF04664:OGFr_N	reviewed
ENSG00000060688	SNRNP40	Homo_sapiens		Q96DI7	SNRNP40	357	PF00400:WD40	reviewed
ENSG00000061936	SFSWAP	Homo_sapiens		Q12872	SFSWAP	951	PF09750:DRY_EERY;PF01805:Surp	reviewed
ENSG00000062370	ZNF112	Homo_sapiens		Q9UJU3	ZNF112	913	PF01352:KRAB;PF00096:zf-C2H2	reviewed
ENSG00000062485	CS	Homo_sapiens		O75390	CS	466	PF00285:Citrate_synt	reviewed
ENSG00000062582	MRPS24	Homo_sapiens		Q96EL2	MRPS24	167	PF14955:MRP-S24	reviewed
ENSG00000062650	WAPL	Homo_sapiens		Q7Z5K2	WAPL	1190	PF07814:WAPL	reviewed
ENSG00000062822	POLD1	Homo_sapiens		P28340	POLD1	1107	PF00136:DNA_pol_B;PF03104:DNA_pol_B_exo1;PF24055:POL3_N;PF14260:zf-C4pol	reviewed
ENSG00000063046	EIF4B	Homo_sapiens		P23588	EIF4B	611	PF00076:RRM_1	reviewed
ENSG00000063177	RPL18	Homo_sapiens		Q07020	RPL18	188	PF17135:Ribosomal_L18	reviewed
ENSG00000063244	U2AF2	Homo_sapiens		P26368	U2AF2	475	PF00076:RRM_1	reviewed
ENSG00000063854	HAGH	Homo_sapiens		Q16775	HAGH	308	PF16123:HAGH_C;PF00753:Lactamase_B	reviewed
ENSG00000064419	TNPO3	Homo_sapiens		Q9Y5L0	TNPO3	923	PF24138:TPR_TNPO3_IPO13_2nd;PF24140:TPR_TNPO3_IPO13_3rd;PF24139:TPR_TNPO3_IPO13_4th;PF08389:Xpo1	reviewed
ENSG00000064607	SUGP2	Homo_sapiens		Q8IX01	SUGP2	1082	PF01585:G-patch;PF01805:Surp	reviewed
ENSG00000064651	SLC12A2	Homo_sapiens		P55011	SLC12A2	1212	PF00324:AA_permease;PF08403:AA_permease_N;PF03522:SLC12	reviewed
ENSG00000064666	CNN2	Homo_sapiens		Q99439	CNN2	309	PF00402:Calponin;PF00307:CH	reviewed
ENSG00000064703	DDX20	Homo_sapiens		Q9UHI6	DDX20	824	PF00270:DEAD;PF00271:Helicase_C	reviewed
ENSG00000064932	SBNO2	Homo_sapiens		Q9Y2G9	SBNO2	1366	PF13872:AAA_34;PF13871:Helicase_C_4;PF25373:SBNO	reviewed
ENSG00000065000	AP3D1	Homo_sapiens		O14617	AP3D1	1153	PF01602:Adaptin_N;PF06375:AP3D1;PF26171:Mu_AP3	reviewed
ENSG00000065135	GNAI3	Homo_sapiens		P08754	GNAI3	354	PF00503:G-alpha	reviewed
ENSG00000065150	IPO5	Homo_sapiens		O00410	IPO5	1097	PF02985:HEAT;PF13513:HEAT_EZ;PF18808:Importin_rep_4;PF18816:Importin_rep_5;PF18829:Importin_rep_6;PF25574:TPR_IMB1;PF25780:TPR_IPO5	reviewed
ENSG00000065154	OAT	Homo_sapiens		P04181	OAT	439	PF00202:Aminotran_3	reviewed
ENSG00000065183	WDR3	Homo_sapiens		Q9UNX4	WDR3	943	PF25173:Beta-prop_WDR3_1st;PF25172:Beta-prop_WDR3_2nd;PF04003:Utp12	reviewed
ENSG00000065243	PKN2	Homo_sapiens		Q16513	PKN2	984	PF02185:HR1;PF00069:Pkinase;PF00433:Pkinase_C	reviewed
ENSG00000065268	WDR18	Homo_sapiens		Q9BV38	WDR18	432	PF00400:WD40;PF14077:WDR18_C	reviewed
ENSG00000065427	KARS	Homo_sapiens		Q15046	KARS1	597	PF00152:tRNA-synt_2;PF01336:tRNA_anti-codon	reviewed
ENSG00000065457	ADAT1	Homo_sapiens		Q9BUB4	ADAT1	502	PF02137:A_deamin	reviewed
ENSG00000065526	SPEN	Homo_sapiens		Q96T58	SPEN	3664	PF20809:MINT_MID;PF20808:MINT_RAM7;PF20810:MINT_RID;PF00076:RRM_1;PF07744:SPOC	reviewed
ENSG00000065548	ZC3H15	Homo_sapiens		Q8WU90	ZC3H15	426	PF16543:DFRP_C;PF00642:zf-CCCH	reviewed
ENSG00000065613	SLK	Homo_sapiens		Q9H2G2	SLK	1235	PF00069:Pkinase;PF12474:PKK	reviewed
ENSG00000065883	CDK13	Homo_sapiens		Q14004	CDK13	1512	PF00069:Pkinase	reviewed
ENSG00000065978	YBX1	Homo_sapiens		P67809	YBX1	324	PF00313:CSD	reviewed
ENSG00000066044	ELAVL1	Homo_sapiens		Q15717	ELAVL1	326	PF00076:RRM_1	reviewed
ENSG00000066084	DIP2B	Homo_sapiens		Q9P265	DIP2B	1576	PF00501:AMP-binding;PF23024:AMP-dom_DIP2-like;PF06464:DMAP_binding	reviewed
